speaker,text,wordCount,wordNumber,start,end,lemmata
Οἰδίπους,ἀλλ᾽ εἰ μέν ἄνδρες τῆσδε δημοῦχοι χθονός μὴ τύγχαν᾽ αὐτὸν δεῦρο προσπέμψας ἐμοὶ Θησεύς δικαιῶν ὥστ᾽ ἐμοῦ κλύειν λόγους οὔ τἄν ποτ᾽ ὀμφῆς τῆς ἐμῆς ἐπῄσθετο νῦν δ᾽ ἀξιωθεὶς εἶσι κἀκούσας γ᾽ ἐμοῦ τοιαῦθ᾽ ἃ τὸν τοῦδ᾽ οὔ ποτ᾽ εὐφρανεῖ βίον ὅς γ᾽ ὦ κάκιστε σκῆπτρα καὶ θρόνους ἔχων ἃ νῦν ὁ σὸς ξύναιμος ἐν Θήβαις ἔχει τὸν αὐτὸς αὑτοῦ πατέρα τόνδ᾽ ἀπήλασας κἄθηκας ἄπολιν καὶ στολὰς ταύτας φορεῖν ἃς νῦν δακρύεις εἰσορῶν ὅτ᾽ ἐν πόνῳ ταὐτῷ βεβηκὼς τυγχάνεις κακῶν ἐμοί οὐ κλαυστὰ δ᾽ ἐστίν ἀλλ᾽ ἐμοὶ μὲν οἰστέα τάδ᾽ ἕωσπερ ἂν ζῶ σοῦ φονέως μεμνημένος σὺ γάρ με μόχθῳ τῷδ᾽ ἔθηκας ἔντροφον σύ μ᾽ ἐξέωσας ἐκ σέθεν δ᾽ ἀλώμενος ἄλλους ἐπαιτῶ τὸν καθ᾽ ἡμέραν βίον εἰ δ᾽ ἐξέφυσα τάσδε μὴ μαυτῷ τροφοὺς τὰς παῖδας ἦ τἂν οὐκ ἂν ἦ τὸ σὸν μέρος νῦν δ᾽ αἵδε μ᾽ ἐκσῴζουσιν αἵδ᾽ ἐμαὶ τροφοί αἵδ᾽ ἄνδρες οὐ γυναῖκες εἰς τὸ συμπονεῖν ὑμεῖς δ᾽ ἀπ᾽ ἄλλου κοὐκ ἐμοῦ πεφύκατον τοιγάρ σ᾽ ὁ δαίμων εἰσορᾷ μὲν οὔ τί πω ὡς αὐτίκ᾽ εἴπερ οἵδε κινοῦνται λόχοι πρὸς ἄστυ Θήβης οὐ γὰρ ἔσθ᾽ ὅπως πόλιν κείνην ἐρείψεις ἀλλὰ πρόσθεν αἵματι πεσεῖ μιανθεὶς χὼ σύναιμος ἐξ ἴσου τοιάσδ᾽ ἀρὰς σφῷν πρόσθε τ᾽ ἐξανῆκ᾽ ἐγὼ νῦν τ᾽ ἀνακαλοῦμαι ξυμμάχους ἐλθεῖν ἐμοί ἵν᾽ ἀξιῶτον τοὺς φυτεύσαντας σέβειν καὶ μὴ ξατιμάζητον εἰ τυφλοῦ πατρὸς τοιώδ᾽ ἐφύτην αἵδε γὰρ τάδ᾽ οὐκ ἔδρων τοιγὰρ τὸ σὸν θάκημα καὶ τοὺς σοὺς θρόνους κρατοῦσιν εἴπερ ἐστὶν ἡ παλαίφατος Δίκη ξύνεδρος Ζηνὸς ἀρχαίοις νόμοις σὺ δ᾽ ἔρρ᾽ ἀπόπτυστός τε κἀπάτωρ ἐμοῦ κακῶν κάκιστε τάσδε συλλαβὼν ἀράς ἅς σοι καλοῦμαι μήτε γῆς ἐμφυλίου δόρει κρατῆσαι μήτε νοστῆσαί ποτε τὸ κοῖλον Ἄργος ἀλλὰ συγγενεῖ χερὶ θανεῖν κτανεῖν θ᾽ ὑφ᾽ οὗπερ ἐξελήλασαι τοιαῦτ᾽ ἀρῶμαι καὶ καλῶ τὸ Ταρτάρου στυγνὸν πατρῷον ἔρεβος ὥς σ᾽ ἀποικίσῃ καλῶ δὲ τάσδε δαίμονας καλῶ δ᾽ Ἄρη τὸν σφῷν τὸ δεινὸν μῖσος ἐμβεβληκότα καὶ ταῦτ᾽ ἀκούσας στεῖχε κἀξάγγελλ᾽ ἰὼν καὶ πᾶσι Καδμείοισι τοῖς σαυτοῦ θ᾽ ἅμα πιστοῖσι συμμάχοισιν οὕνεκ᾽ Οἰδίπους τοιαῦτ᾽ ἔνειμε παισὶ τοῖς αὑτοῦ γέρα,321,8281,7960,8281,ἀλλ ̓ εἰ μέν ἀνήρ ὅδε δημοῦχος χθών μή τύγχαν ̓ αὐτός δεῦρο προσπέμπω ἐγώ Θησεύς δικαιόω ὥστ ̓ ἐγώ κλύω λόγος οὐ εἰμί ποτ ̓ ὀμφή ὁ ἐμός ἐπαισθάνομαι νῦν δ ̓ ἀξιωθεὶς εἶμι ἀκούω γ ̓ ἐγώ τοιαῦθ ̓ ὅς ὁ τοῦδ ̓ οὐ ποτ ̓ εὐφραίνω βίος ὅς γ ̓ ὦ κακός σκῆπτρον καί θρόνος ἔχω ὅς νῦν ὁ σός σύναιμος ἐν Θῆβαι ἔχω ὁ αὐτός ἑαυτοῦ πατήρ τόνδ ̓ ἀπελαύνω τίθημι ἄπολις καί στολή οὗτος φορέω ὅς νῦν δακρύω εἰσοράω ὅτ ̓ ἐν πόνος ταὐτός βεβηκὼς τυγχάνω κακός ἐγώ οὐ κλαυστὰ δ ̓ εἰμί ἀλλ ̓ ἐγώ μέν οἰστέος τάδ ̓ ἕωσπερ ἄν ζάω σύ φονεύς μιμνήσκω σύ γάρ ἐγώ μόχθος τῷδ ̓ τίθημι ἔντροφος σύ μ ̓ ἐξωθέω ἐκ σύ δ ̓ ἀλάομαι ἄλλος ἐπαιτέω ὁ καθ ̓ ἡμέρα βίος εἰ δ ̓ ἐκφύω ὅδε μή ἐμαυτοῦ τροφός ὁ παῖς εἰμί ἄν οὐ ἄν εἰμί ὁ σός μέρος νῦν δ ̓ ὅδε μ ̓ ἐκσώιζω αἵδ ̓ ἐμός τροφός αἵδ ̓ ἀνήρ οὐ γυνή εἰς ὁ συμπονέω σύ δ ̓ ἀπ ̓ ἄλλος οὐ ἐγώ φύω τοιγάρ σ ̓ ὁ δαίμων εἰσοράω μέν οὐ τίς πω ὡς αὐτίκ ̓ εἴπερ ὅδε κινέω λόχος πρός ἄστυ Θήβη οὐ γάρ ἔσθ ̓ ὅπως πόλις ἐκεῖνος ἐρείπω ἀλλά πρόσθεν αἷμα πίπτω μιανθεὶς χὼ σύναιμος ἐκ ἴσος τοιάσδ ̓ ἀρά σύ πρόσθεν τ ̓ ἐξανῆκ ̓ ἐγώ νῦν τ ̓ ἀνακαλέω σύμμαχος ἔρχομαι ἐγώ ἵν ̓ ἀξιόω ὁ φυτεύω σέβω καί μή ξατιμάζητον εἰ τυφλόω πατήρ τοιώδ ̓ ἐφύτην ὅδε γάρ τάδ ̓ οὐ δράω τοιγάρ ὁ σός θάκημα καί ὁ σός θρόνος κρατέω εἴπερ εἰμί ὁ παλαίφατος δίκη σύνεδρος Ζεύς ἀρχαῖος νόμος σύ δ ̓ ἔρρ ̓ ἀπόπτυστός τε ἀπάτωρ ἐγώ κακός κακός ὅδε συλλαμβάνω ἀρά ὅς σύ καλέω μήτε γῆ ἐμφύλιος δόρυ κρατέω μήτε νοστῆσαί ποτέ ὁ κοῖλος Ἄργος ἀλλά συγγενής χείρ θνήσκω κτείνω θ ̓ ὑφ ̓ οὗπερ ἐξελαύνω τοιαῦτ ̓ ἀρόω καί καλέω ὁ Τάρταρος στυγνός πατρῷος ἔρεβος ὡς σ ̓ ἀποικίζω καλέω δέ ὅδε δαίμων καλέω δ ̓ Ἄρης ὁ σύ ὁ δεινός μῖσος ἐμβάλλω καί ταῦτ ̓ ἀκούω στείχω κἀξάγγελλ ̓ εἶμι καί πᾶς Καδμεῖος ὁ σεαυτοῦ θ ̓ ἅμα πιστόω σύμμαχος οὕνεκ ̓ Οἰδίπους τοιαῦτ ̓ νέμω παῖς ὁ ἑαυτοῦ γέρας
Χορός,Πολύνεικες οὔτε ταῖς παρελθούσαις ὁδοῖς ξυνήδομαί σοι νῦν τ᾽ ἴθ᾽ ὡς τάχος πάλιν,13,8294,8281,8294,Πολυνείκης οὔτε ὁ παρέρχομαι ὁδός ξυνήδομαί σύ νῦν τ ̓ ἴθ ̓ ὡς τάχος πάλιν
Πολυνείκης,οἴμοι κελεύθου τῆς τ᾽ ἐμῆς δυσπραξίας οἴμοι δ᾽ ἑταίρων οἷον ἆρ᾽ ὁδοῦ τέλος Ἄργους ἀφωρμήθημεν ὦ τάλας ἐγώ τοιοῦτον οἷον οὐδὲ φωνῆσαί τινι ἔξεσθ᾽ ἑταίρων οὐδ᾽ ἀποστρέψαι πάλιν ἀλλ᾽ ὄντ᾽ ἄναυδον τῇδε συγκῦρσαι τύχῃ ὦ τοῦδ᾽ ὅμαιμοι παῖδες ἀλλ᾽ ὑμεῖς ἐπεὶ τὰ σκληρὰ πατρὸς κλύετε ταῦτ᾽ ἀρωμένου μή τοί με πρὸς θεῶν σφώ γ᾽ ἐὰν αἱ τοῦδ᾽ ἀραὶ πατρὸς τελῶνται καί τις ὑμῖν ἐς δόμους νόστος γένηται μή μ᾽ ἀτιμάσητέ γε ἀλλ᾽ ἐν τάφοισι θέσθε κἀν κτερίσμασιν καὶ σφῷν ὁ νῦν ἔπαινος ὃν κομίζετον τοῦδ᾽ ἀνδρὸς οἷς πονεῖτον οὐκ ἐλάσσονα ἔτ᾽ ἄλλον οἴσει τῆς ἐμῆς ὑπουργίας,96,8390,8294,8390,οἴμοι κέλευθος ὁ τ ̓ ἐμός δυσπραξία οἴμοι δ ̓ ἑταῖρος οἷος ἆρ ̓ ὁδός τέλος Ἄργος ἀφορμάω ὦ τάλας ἐγώ τοιοῦτος οἷος οὐδέ φωνῆσαί τις ἔξεσθ ̓ ἑταῖρος οὐδ ̓ ἀποστρέφω πάλιν ἀλλ ̓ ὄντ ̓ ἄναυδος ὅδε συγκυρέω τύχη ὦ τοῦδ ̓ ὅμαιμος παῖς ἀλλ ̓ σύ ἐπεί ὁ σκληρός πατήρ κλύω ταῦτ ̓ ἀρόω μή ὁ ἐγώ πρός θεός σύ γ ̓ ἐάν ὁ τοῦδ ̓ ἀρά πατήρ τελέω καί τις σύ εἰς δόμος νόστος γίγνομαι μή μ ̓ ἀτιμάσητέ γε ἀλλ ̓ ἐν τάφος τίθημι ἐν κτερίσματα καί σύ ὁ νῦν ἔπαινος ὅς κομίζω τοῦδ ̓ ἀνήρ ὅς πονέω οὐ ἐλάσσων ἔτ ̓ ἄλλος φέρω ὁ ἐμός ὑπουργία
Ἀντιγόνη,Πολύνεικες ἱκετεύω σε πεισθῆναί τί μοι,6,8396,8390,8396,Πολυνείκης ἱκετεύω σύ πεισθῆναί τίς ἐγώ
Πολυνείκης,ὦ φιλτάτη τὸ ποῖον Ἀντιγόνη λέγε,6,8402,8396,8402,ὦ φίλτατος ὁ ποῖος Ἀντιγόνη λέγω
Ἀντιγόνη,στρέψαι στράτευμ᾽ ἐς Ἄργος ὡς τάχιστά γε καὶ μὴ σέ τ᾽ αὐτὸν καὶ πόλιν διεργάσῃ,15,8417,8402,8417,στρέφω στράτευμ ̓ εἰς Ἄργος ὡς ταχύς γε καί μή σύ τ ̓ αὐτός καί πόλις διεργάζομαι
Πολυνείκης,ἀλλ᾽ οὐχ οἷόν τε πῶς γὰρ αὖθις ἂν πάλιν στράτευμ᾽ ἄγοιμι ταὐτόν εἰσάπαξ τρέσας,14,8431,8417,8431,ἀλλ ̓ οὐ οἷος τε πῶς γάρ αὖθις ἄν πάλιν στράτευμ ̓ ἄγω ταὐτός εἰσάπαξ τρέω
Ἀντιγόνη,τί δ᾽ αὖθις ὦ παῖ δεῖ σε θυμοῦσθαι τί σοι πάτραν κατασκάψαντι κέρδος ἔρχεται,14,8445,8431,8445,τίς δ ̓ αὖθις ὦ παῖς δεῖ σύ θυμόω τίς σύ πάτρα κατασκάπτω κέρδος ἔρχομαι
Πολυνείκης,αἰσχρὸν τὸ φεύγειν καὶ τὸ πρεσβεύοντ᾽ ἐμὲ οὕτω γελᾶσθαι τοῦ κασιγνήτου πάρα,12,8457,8445,8457,αἰσχρός ὁ φεύγω καί ὁ πρεσβεύοντ ̓ ἐγώ οὕτως γελάω ὁ κασίγνητος παρά
Ἀντιγόνη,ὁρᾷς τὰ τοῦδ᾽ οὖν ὡς ἐς ὀρθὸν ἐκφέρει μαντεύμαθ᾽ ὃς σφῷν θάνατον ἐξ ἀμφοῖν θροεῖ,15,8472,8457,8472,ὁράω ὁ τοῦδ ̓ οὖν ὡς εἰς ὀρθός ἐκφέρω μαντεύμαθ ̓ ὅς σύ θάνατος ἐκ ἄμφω θροέω
Πολυνείκης,χρῄζει γάρ ἡμῖν δ᾽ οὐχὶ συγχωρητέα,6,8478,8472,8478,χρῄζω γάρ ἐγώ δ ̓ οὐ συγχωρητέον
Ἀντιγόνη,οἴμοι τάλαινα τίς δὲ τολμήσει κλύων τὰ τοῦδ᾽ ἕπεσθαι τἀνδρός οἷ᾽ ἐθέσπισεν,12,8490,8478,8490,οἴμοι τάλας τις δέ τολμάω κλύω ὁ τοῦδ ̓ ἕπομαι ἀνήρ οἷ ̓ θεσπίζω
Πολυνείκης,οὐκ ἀγγελοῦμεν φλαῦρ᾽ ἐπεὶ στρατηλάτου χρηστοῦ τὰ κρείσσω μηδὲ τἀνδεᾶ λέγειν,11,8501,8490,8501,οὐ ἀγγέλλω φλαῦρ ̓ ἐπεί στρατηλάτης χρηστός ὁ κρείσσων μηδέ ἐνδεής λέγω
Ἀντιγόνη,οὕτως ἄρ᾽ ὦ παῖ ταῦτά σοι δεδογμένα,7,8508,8501,8508,οὕτως ἄρ ̓ ὦ παῖς οὗτος σύ δοκέω
Πολυνείκης,καὶ μή μ᾽ ἐπίσχῃς γ᾽ ἀλλ᾽ ἐμοὶ μὲν ἥδ᾽ ὁδὸς ἔσται μέλουσα δύσποτμός τε καὶ κακὴ πρὸς τοῦδε πατρὸς τῶν τε τοῦδ᾽ ἐρινύων σφῷν δ᾽ εὖ διδοίη Ζεύς τάδ᾽ εἰ θανόντι μοι τελεῖτ᾽ ἐπεὶ οὔ μοι ζῶντί γ᾽ αὖθις ἕξετον μέθεσθε δ᾽ ἤδη χαίρετόν τ᾽ οὐ γάρ μ᾽ ἔτι βλέποντ᾽ ἐσόψεσθ᾽ αὖθις,52,8560,8508,8560,καί μή μ ̓ ἐπώχατο γ ̓ ἀλλ ̓ ἐγώ μέν ἥδ ̓ ὁδός εἰμί μέλω δύσποτμός τε καί κακός πρός ὅδε πατήρ ὁ τε τοῦδ ̓ ἐρινύς σύ δ ̓ εὖ δίδωμι Ζεύς τάδ ̓ εἰ θνήσκω ἐγώ τελεῖτ ̓ ἐπεί οὐ ἐγώ ζῶντί γ ̓ αὖθις ἔχω μεθίημι δ ̓ ἤδη χαίρετόν τ ̓ οὐ γάρ μ ̓ ἔτι βλέποντ ̓ ἐσόψεσθ ̓ αὖθις
Ἀντιγόνη,ὦ τάλαιν᾽ ἐγώ,3,8563,8560,8563,ὦ τάλαιν ̓ ἐγώ
Πολυνείκης,μή τοί μ᾽ ὀδύρου,4,8567,8563,8567,μή ὁ μ ̓ ὀδύρομαι
Ἀντιγόνη,καὶ τίς ἄν σ᾽ ὁρμώμενον εἰς προὖπτον Ἅιδην οὐ καταστένοι κάσι,11,8578,8567,8578,καί τις ἀνά σ ̓ ὁρμάω εἰς πρόοπτος ᾍδης οὐ καταστένω κάσις
Πολυνείκης,εἰ χρή θανοῦμαι,3,8581,8578,8581,εἰ χρή θνήσκω
Ἀντιγόνη,μὴ σύ γ᾽ ἀλλ᾽ ἐμοὶ πιθοῦ,6,8587,8581,8587,μή σύ γ ̓ ἀλλ ̓ ἐγώ πείθω
Πολυνείκης,μὴ πεῖθ᾽ ἃ μὴ δεῖ,5,8592,8587,8592,μή πεῖθ ̓ ὅς μή δεῖ
Ἀντιγόνη,δυστάλαινά τἄρ᾽ ἐγώ εἴ σου στερηθῶ,6,8598,8592,8598,δυστάλαινά τἄρ ̓ ἐγώ εἰ σύ στερέω
Πολυνείκης,ταῦτα δ᾽ ἐν τῷ δαίμονι καὶ τῇδε φῦναι χἀτέρᾳ σφὼ δ᾽ οὖν ἐγὼ θεοῖς ἀρῶμαι μή ποτ᾽ ἀντῆσαι κακῶν ἀνάξιαι γὰρ πᾶσίν ἐστε δυστυχεῖν,24,8622,8598,8622,οὗτος δ ̓ ἐν ὁ δαίμων καί ὅδε φύω ἕτερος σφεῖς δ ̓ οὖν ἐγώ θεός ἀρόω μή ποτ ̓ ἀντάω κακός ἀνάξιος γάρ πᾶσίν εἰμί δυστυχέω
Χορός,νέα τάδε νεόθεν ἦλθέ μοι κακὰ βαρύποτμὰ παρ᾽ ἀλαοῦ ξένου εἴ τι μοῖρα μὴ κιγχάνει μάταν γὰρ οὐδὲν ἀξίωμα δαιμόνων ἔχω φράσαι ὁρᾷ ὁρᾷ ταῦτ᾽ ἀεὶ χρόνος τρέχων μὲν ἕτερα τὰ δὲ παρ᾽ ἦμαρ αὖθις αὔξων ἄνω ἔκτυπεν αἰθήρ ὦ Ζεῦ,41,8663,8622,8663,νέος ὅδε νεόθεν ἦλθέ ἐγώ κακός βαρύποτμὰ παρ ̓ ἀλαός ξένος εἰ τις μοῖρα μή κιχάνω μάτην γάρ οὐδείς ἀξίωμα δαίμων ἔχω φράζω ὁράω ὁράω ταῦτ ̓ ἀεί χρόνος τρέχω μέν ἕτερος ὁ δέ παρ ̓ ἦμαρ αὖθις αὐξάνω ἄνω κτυπέω αἰθήρ ὦ Ζεύς
Οἰδίπους,ὦ τέκνα τέκνα πῶς ἄν εἴ τις ἔντοπος τὸν πάντ᾽ ἄριστον δεῦρο Θησέα πόροι,14,8677,8663,8677,ὦ τέκνον τέκνον πῶς ἀνά εἰ τις ἔντοπος ὁ πάντ ̓ ἄριστος δεῦρο Θησεύς πόρω
Ἀντιγόνη,πάτερ τί δ᾽ ἐστὶ τἀξίωμ᾽ ἐφ᾽ ᾧ καλεῖς,8,8685,8677,8685,πάτηρ τίς δ ̓ εἰμί τἀξίωμ ̓ ἐφ ̓ ὅς καλέω
Οἰδίπους,Διὸς πτερωτὸς ἥδε μ᾽ αὐτίκ᾽ ἄξεται βροντὴ πρὸς Ἅιδην ἀλλὰ πέμψαθ᾽ ὡς τάχος,13,8698,8685,8698,Ζεύς πτερωτὸς ὅδε μ ̓ αὐτίκ ̓ ἄγνυμι βροντὴ πρός ᾍδης ἀλλά πέμψαθ ̓ ὡς τάχος
Χορός,μέγας ἴδε μάλ᾽ ὅδ᾽ ἐρείπεται κτύπος ἄφατος διόβολος ἐς δ᾽ ἄκραν δεῖμ᾽ ὑπῆλθε κρατὸς φόβαν ἔπτηξα θυμόν οὐρανία γὰρ ἀστραπὴ φλέγει πάλιν τί μὰν ἀφήσει τέλος δέδοικα δ᾽ οὐ γὰρ ἅλιον ἀφορμᾷ ποτ᾽ οὐκ ἄνευ ξυμφορᾶς ὦ μέγας αἰθήρ ὦ Ζεῦ,41,8739,8698,8739,μέγας εἶδον μάλ ̓ ὅδ ̓ ἐρείπω κτύπος ἄφατος διόβολος εἰς δ ̓ ἄκρα δεῖμ ̓ ὑπέρχομαι κράς φόβη πτήσσω θυμός οὐράνιος γάρ ἀστραπὴ φλέγω πάλιν τίς μήν ἀφίημι τέλος δείδω δ ̓ οὐ γάρ ἅλιος ἀφορμάω ποτ ̓ οὐ ἄνευ συμφορά ὦ μέγας αἰθήρ ὦ Ζεύς
Οἰδίπους,ὦ παῖδες ἥκει τῷδ᾽ ἐπ᾽ ἀνδρὶ θέσφατος βίου τελευτὴ κοὐκέτ᾽ ἔστ᾽ ἀποστροφή,12,8751,8739,8751,ὦ παῖς ἥκω τῷδ ̓ ἐπ ̓ ἀνήρ θέσφατος βίος τελευτή κοὐκέτ ̓ ἔστ ̓ ἀποστροφή
Ἀντιγόνη,πῶς οἶσθα τῷ δὲ τοῦτο συμβαλὼν ἔχεις,7,8758,8751,8758,πῶς οἶδα ὁ δέ οὗτος συμβάλλω ἔχω
Οἰδίπους,καλῶς κάτοιδ᾽ ἀλλ᾽ ὡς τάχιστά μοι μολὼν ἄνακτα χώρας τῆσδέ τις πορευσάτω,12,8770,8758,8770,καλός κάτοιδ ̓ ἀλλ ̓ ὡς ταχύς ἐγώ βλώσκω ἄναξ χώρα ὅδε τις πορεύω
Χορός,ἔα ἔα ἰδοὺ μάλ᾽ αὖθις ἀμφίσταται διαπρύσιος ὄτοβος ἵλαος ὦ δαίμων ἵλαος εἴ τι γᾷ ματέρι τυγχάνεις ἀφεγγὲς φέρων ἐναισίου δὲ σοῦ τύχοιμι μηδ᾽ ἄλαστον ἄνδρ᾽ ἰδὼν ἀκερδῆ χάριν μετάσχοιμί πως Ζεῦ ἄνα σοὶ φωνῶ,35,8805,8770,8805,εἰμί εἰμί ἰδού μάλ ̓ αὖθις ἀμφίστημι διαπρύσιος ὄτοβος ἴλαος ὦ δαίμων ἴλαος εἰ τις γῆ μήτηρ τυγχάνω ἀφεγγὲς φέρω ἐναίσιος δέ σύ τυγχάνω μηδ ̓ ἄλαστος ἄνδρ ̓ εἶδον ἀκερδής χάρις μετάσχοιμί πως Ζεύς ἀνά σύ φωνέω
Οἰδίπους,ἆρ᾽ ἐγγὺς ἁνήρ ἆρ᾽ ἔτ᾽ ἐμψύχου τέκνα κιχήσεταί μου καὶ κατορθοῦντος φρένα,12,8817,8805,8817,ἆρ ̓ ἐγγύς ἀνήρ ἆρ ̓ ἔτ ̓ ἐμψυχόω τέκνον κιχήσεταί ἐγώ καί κατορθόω φρήν
Ἀντιγόνη,τί δ᾽ ἂν θέλοις τὸ πιστὸν ἐμφῦναι φρενί,8,8825,8817,8825,τίς δ ̓ ἄν ἐθέλω ὁ πιστός ἐμφύω φρήν
Οἰδίπους,ἀνθ᾽ ὧν ἔπασχον εὖ τελεσφόρον χάριν δοῦναί σφιν ἥνπερ τυγχάνων ὑπεσχόμην,11,8836,8825,8836,ἀνθ ̓ ὅς πάσχω εὖ τελεσφόρος χάρις δοῦναί σφεῖς ὅς τυγχάνω ὑπέχω
Χορός,ἰὼ ἰὼ παῖ βᾶθι βᾶθ᾽ εἴτ᾽ ἄκρα περὶ γύαλ᾽ ἐναλίῳ Ποσειδωνίῳ θεῷ τυγχάνεις βούθυτον ἑστίαν ἁγίζων ἱκοῦ ὁ γὰρ ξένος σε καὶ πόλισμα καὶ φίλους ἐπαξιοῖ δικαίαν χάριν παρασχεῖν παθών σπεῦσον ἄϊσσ᾽ ὦναξ,33,8869,8836,8869,ἰώ ἰώ παῖς βαίνω βᾶθ ̓ εἴτ ̓ ἄκρον περί γύαλ ̓ ἐνάλιος Ποσειδωνίῳ θεός τυγχάνω βούθυτος ἑστία ἁγίζω ἱκνέομαι ὁ γάρ ξένος σύ καί πόλισμα καί φίλος ἐπαξιόω δίκαιος χάρις παρέχω πάσχω σπεύδω ἄϊσσ ̓ ἄναξ
Θησεύς,τίς αὖ παρ᾽ ὑμῶν κοινὸς ἠχεῖται κτύπος σαφὴς μὲν ἀστῶν ἐμφανὴς δὲ τοῦ ξένου μή τις Διὸς κεραυνὸς ἤ τις ὀμβρία χάλαζ᾽ ἐπιρράξασα πάντα γὰρ θεοῦ τοιαῦτα χειμάζοντος εἰκάσαι πάρα,30,8899,8869,8899,τις αὖ παρ ̓ σύ κοινός ἠχέω κτύπος σαφής μέν ἀστός ἐμφανὴς δέ ὁ ξένος μή τις Ζεύς κεραυνὸς ἤ τις ὄμβριος χάλαζ ̓ ἐπαράσσω πᾶς γάρ θεός τοιοῦτος χειμάζω εἰκάζω παρά
Οἰδίπους,ἄναξ ποθοῦντι προυφάνης καί σοι θεῶν τύχην τις ἐσθλὴν τῆσδ᾽ ἔθηκε τῆς ὁδοῦ,13,8912,8899,8912,ἄναξ ποθέω προφαίνω καί σύ θεός τύχη τις ἐσθλός τῆσδ ̓ τίθημι ὁ ὁδός
Θησεύς,τί δ᾽ ἐστίν ὦ παῖ Λαΐου νέορτον αὖ,8,8920,8912,8920,τίς δ ̓ εἰμί ὦ παῖς Λάιος νέορτος αὖ
Οἰδίπους,ῥοπὴ βίου μοι καί σ᾽ ἅπερ ξυνῄνεσα θέλω πόλιν τε τήνδε μὴ ψεύσας θανεῖν,14,8934,8920,8934,ῥοπή βίος ἐγώ καί σ ̓ ὅς συναινέω ἐθέλω πόλις τε ὅδε μή ψεύδω θνήσκω
Θησεύς,τῷ δ᾽ ἐκπέπεισαι τοῦ μόρου τεκμηρίῳ,6,8940,8934,8940,ὁ δ ̓ ἐκπέπεισαι ὁ μόρος τεκμήριον
Οἰδίπους,αὐτοὶ θεοὶ κήρυκες ἀγγέλλουσί μοι ψεύδοντες οὐδὲν σῆμα τῶν προκειμένων,10,8950,8940,8950,αὐτός θεός κῆρυξ ἀγγέλλω ἐγώ ψεύδω οὐδείς σῆμα ὁ πρόκειμαι
Θησεύς,πῶς εἶπας ὦ γεραιέ δηλοῦσθαι τάδε,6,8956,8950,8956,πῶς εἶπον ὦ γεραιός δηλόω ὅδε
Οἰδίπους,αἱ πολλὰ βρονταὶ διατελεῖς τὰ πολλά τε στράψαντα χειρὸς τῆς ἀνικήτου βέλη,12,8968,8956,8968,ὁ πολύς βρονταὶ διατελέω ὁ πολύς τε στράπτω χείρ ὁ ἀνίκητος βέλος
Θησεύς,πείθεις με πολλὰ γάρ σε θεσπίζονθ᾽ ὁρῶ κοὐ ψευδόφημα χὤ τι χρὴ ποιεῖν λέγε,14,8982,8968,8982,πείθω ἐγώ πολύς γάρ σύ θεσπίζονθ ̓ ὁράω οὐ ψευδόφημος ὅς τις χρή ποιέω λέγω
